Subject,Session,Version,Condition,Set,Run,Trial,Onset,Task,Sentence,Sentence_Type,Probe_or_Question,Response,RT,Response_Rate,Accuracy_Strict,Accuracy_Lax
382,FED_20170727d_3T2,3,N,2,6,45,364.125866465,MemoryLast,Nonword_sequence,OneSentence,2.0,2.0,0.868017654000141,1.0,True,True
382,FED_20170727d_3T2,3,S,2,6,46,371.127001084,MemoryLast,Historians have had two reasons for persisting so long in their investigations.,OneSentence,2.0,2.0,0.984653888000139,1.0,True,True
382,FED_20170727d_3T2,3,S,2,6,47,378.178155862,MemoryLast,Each of those tickets was of great value to its rightful recipient.,OneSentence,1.0,1.0,0.619635170000038,1.0,True,True
382,FED_20170727d_3T2,3,S,2,6,48,385.112620819,MemoryLast,Kate went back and reminded the kitchen women of the supper preparations.,OneSentence,1.0,1.0,0.584682309000527,1.0,True,True
673,FED_20180720a_3T2,4,S,4,1,1,14.1662908819271,ComprehensionQ,What mattered was that a new concept of Americans was being born.,TwoSentences,1.0,,,0.0,False,
673,FED_20180720a_3T2,4,S,4,1,2,22.1509832818992,ComprehensionQ,The importance of particle size in such aerosols has been thoroughly demonstrated.,TwoSentences,2.0,1.0,1.93501484196167,1.0,False,False
673,FED_20180720a_3T2,4,S,4,1,3,30.1189481249312,ComprehensionQ,I knew in that moment that I did not have any choice.,TwoSentences,1.0,1.0,2.98510948999319,1.0,True,True
673,FED_20180720a_3T2,4,N,4,1,4,38.1202565099811,MemoryAll,Nonword_sequence,OneSentence,1.0,1.0,1.91165209689643,1.0,True,True
673,FED_20180720a_3T2,4,N,4,1,5,46.1882254279917,MemoryAll,Nonword_sequence,OneSentence,1.0,1.0,1.53751209808979,1.0,True,True
673,FED_20180720a_3T2,4,N,4,1,6,54.1061759269796,MemoryAll,Nonword_sequence,OneSentence,1.0,1.0,0.905067478073761,1.0,True,True
673,FED_20180720a_3T2,4,N,4,1,7,62.1075158138992,MemoryAll,Nonword_sequence,OneSentence,2.0,2.0,0.925945959053934,1.0,True,True
673,FED_20180720a_3T2,4,N,4,1,8,70.1254803149495,MemoryAll,Nonword_sequence,OneSentence,2.0,2.0,1.3968508229591,1.0,True,True
673,FED_20180720a_3T2,4,N,4,1,9,78.1434422449674,MemoryAll,Nonword_sequence,OneSentence,2.0,2.0,0.979932188056409,1.0,True,True
673,FED_20180720a_3T2,4,S,4,1,10,86.1280563909095,ComprehensionQ,War is the result of mistrust and lack of understanding between people.,TwoSentences,2.0,2.0,2.96863053797279,1.0,True,True
673,FED_20180720a_3T2,4,S,4,1,11,94.1126958630048,ComprehensionQ,Today whole grains are freshly ground every day and baked into bread.,TwoSentences,1.0,1.0,1.37733775598463,1.0,True,True
673,FED_20180720a_3T2,4,S,4,1,12,102.114002462942,ComprehensionQ,Benson grinned and flipped a rock with his thumb like a marble.,TwoSentences,2.0,2.0,1.34800598199945,1.0,True,True
673,FED_20180720a_3T2,4,N,4,1,13,124.117598862969,MemoryAll,Nonword_sequence,OneSentence,1.0,1.0,1.10312182095367,1.0,True,True
673,FED_20180720a_3T2,4,N,4,1,14,132.118722862913,MemoryAll,Nonword_sequence,OneSentence,2.0,2.0,0.778349512955174,1.0,True,True
673,FED_20180720a_3T2,4,N,4,1,15,140.120219314937,MemoryAll,Nonword_sequence,OneSentence,2.0,2.0,0.830135812051594,1.0,True,True
673,FED_20180720a_3T2,4,S,4,1,16,148.121510444907,ComprehensionQ,Somewhat similar investigations have been made by medical officers in other areas.,TwoSentences,1.0,1.0,2.73505600297358,1.0,True,True
673,FED_20180720a_3T2,4,S,4,1,17,156.10613097297,ComprehensionQ,Mrs. Oliver is mother of five children and wife of a machinist.,TwoSentences,1.0,1.0,1.44795912597328,1.0,True,True
673,FED_20180720a_3T2,4,S,4,1,18,164.107443157933,ComprehensionQ,Curt was too involved in his own problems to pay much attention.,TwoSentences,1.0,,,0.0,False,
673,FED_20180720a_3T2,4,N,4,1,19,172.125441686949,MemoryAll,Nonword_sequence,OneSentence,2.0,1.0,1.25142856198363,1.0,False,False
673,FED_20180720a_3T2,4,N,4,1,20,180.143391689984,MemoryAll,Nonword_sequence,OneSentence,2.0,2.0,0.796060435008258,1.0,True,True
673,FED_20180720a_3T2,4,N,4,1,21,188.128026306978,MemoryAll,Nonword_sequence,OneSentence,1.0,1.0,1.0236862229649,1.0,True,True
673,FED_20180720a_3T2,4,S,4,1,22,196.11264851701,ComprehensionQ,Deans can form an important bridge between the president and the faculty.,TwoSentences,1.0,1.0,1.97733091597911,1.0,True,True
673,FED_20180720a_3T2,4,S,4,1,23,204.113878417993,ComprehensionQ,Pictures can be taken in the public areas and when on tours.,TwoSentences,1.0,1.0,1.42893115303013,1.0,True,True
673,FED_20180720a_3T2,4,S,4,1,24,212.115253378986,ComprehensionQ,Whether or not Wally lost his job was no concern of mine.,TwoSentences,1.0,1.0,1.36164014507085,1.0,True,True
673,FED_20180720a_3T2,4,S,4,1,25,234.152190845925,ComprehensionQ,He considered opening a can of beer but vetoed that idea too.,TwoSentences,2.0,2.0,1.92308874602895,1.0,True,True
673,FED_20180720a_3T2,4,S,4,1,26,242.120147034992,ComprehensionQ,Two sharply contrasting places designed for public enjoyment are now on display.,TwoSentences,1.0,1.0,1.9866392390104,1.0,True,True
673,FED_20180720a_3T2,4,S,4,1,27,250.138116963906,ComprehensionQ,The purchasers rejected the order in two letters written in vigorous terms.,TwoSentences,2.0,2.0,2.27384263905697,1.0,True,True
673,FED_20180720a_3T2,4,N,4,1,28,258.106075199903,MemoryAll,Nonword_sequence,OneSentence,1.0,1.0,1.45412755198777,1.0,True,True
673,FED_20180720a_3T2,4,N,4,1,29,266.124053946929,MemoryAll,Nonword_sequence,OneSentence,1.0,1.0,1.12161058501806,1.0,True,True
673,FED_20180720a_3T2,4,N,4,1,30,274.125398759963,MemoryAll,Nonword_sequence,OneSentence,1.0,1.0,0.870138835045509,1.0,True,True
673,FED_20180720a_3T2,4,S,4,1,31,282.126701209927,ComprehensionQ,I think you are being unfair to take these things up now.,TwoSentences,2.0,2.0,1.78751055209432,1.0,True,True
673,FED_20180720a_3T2,4,S,4,1,32,290.127964031999,ComprehensionQ,The trial had packed the large courtroom for more than a week.,TwoSentences,2.0,2.0,1.49297567992471,1.0,True,True
673,FED_20180720a_3T2,4,S,4,1,33,298.129215882975,ComprehensionQ,There was something maimed and crazy about its motion that disturbed them.,TwoSentences,2.0,2.0,2.27265560498927,1.0,True,True
673,FED_20180720a_3T2,4,N,4,1,34,306.113943369943,MemoryAll,Nonword_sequence,OneSentence,2.0,1.0,1.32674699102063,1.0,False,False
673,FED_20180720a_3T2,4,N,4,1,35,314.131889282959,MemoryAll,Nonword_sequence,OneSentence,2.0,2.0,0.83176614891272,1.0,True,True
673,FED_20180720a_3T2,4,N,4,1,36,322.133124122978,MemoryAll,Nonword_sequence,OneSentence,2.0,2.0,1.2777536540525,1.0,True,True
673,FED_20180720a_3T2,4,N,4,1,37,344.120102292974,MemoryAll,Nonword_sequence,OneSentence,1.0,2.0,1.57874947995879,1.0,False,False
673,FED_20180720a_3T2,4,N,4,1,38,352.137922368944,MemoryAll,Nonword_sequence,OneSentence,2.0,2.0,0.925217772019096,1.0,True,True
673,FED_20180720a_3T2,4,N,4,1,39,360.1060298339,MemoryAll,Nonword_sequence,OneSentence,2.0,2.0,1.93697889696341,1.0,True,True
673,FED_20180720a_3T2,4,S,4,1,40,368.123852630961,ComprehensionQ,Knowledge gained from studying earthquake waves has been applied in various fields.,TwoSentences,2.0,1.0,1.93267066206317,1.0,False,False
673,FED_20180720a_3T2,4,S,4,1,41,376.125322669977,ComprehensionQ,He does not seem to have caught the subtleties of the man.,TwoSentences,2.0,2.0,2.55166308197659,1.0,True,True
673,FED_20180720a_3T2,4,S,4,1,42,384.126633715932,ComprehensionQ,This expansion has been going on for an estimated eight billion years.,TwoSentences,2.0,1.0,1.6652837570291,1.0,False,False
673,FED_20180720a_3T2,4,S,4,1,43,392.127943333006,ComprehensionQ,For just an instant he thought of appealing to them for help.,TwoSentences,1.0,1.0,1.13716118398588,1.0,True,True
673,FED_20180720a_3T2,4,S,4,1,44,400.112553708954,ComprehensionQ,The right to leave legacies should be substantially reduced and ultimately eliminated.,TwoSentences,1.0,1.0,1.85607625206467,1.0,True,True
673,FED_20180720a_3T2,4,S,4,1,45,408.113891014946,ComprehensionQ,Some of the Island is sand and is not suitable for living.,TwoSentences,2.0,2.0,1.52123588102404,1.0,True,True
673,FED_20180720a_3T2,4,N,4,1,46,416.115118953981,MemoryAll,Nonword_sequence,OneSentence,1.0,1.0,1.26100820407737,1.0,True,True
673,FED_20180720a_3T2,4,N,4,1,47,424.11641459493,MemoryAll,Nonword_sequence,OneSentence,1.0,1.0,1.30370051600039,1.0,True,True
673,FED_20180720a_3T2,4,N,4,1,48,432.117756351014,MemoryAll,Nonword_sequence,OneSentence,1.0,1.0,1.08977545902599,1.0,True,True
673,FED_20180720a_3T2,4,N,4,2,1,14.118838137947,MemoryAll,Nonword_sequence,OneSentence,1.0,2.0,1.53585370595101,1.0,False,False
673,FED_20180720a_3T2,4,N,4,2,2,22.1201577229658,MemoryAll,Nonword_sequence,OneSentence,1.0,2.0,1.44862896506675,1.0,False,False
673,FED_20180720a_3T2,4,N,4,2,3,30.1381300019566,MemoryAll,Nonword_sequence,OneSentence,1.0,1.0,0.801056948956102,1.0,True,True
673,FED_20180720a_3T2,4,S,4,2,4,38.1060678929789,ComprehensionQ,I asked about the battle between life and death in his plays.,TwoSentences,1.0,1.0,1.74630951997824,1.0,True,True
673,FED_20180720a_3T2,4,S,4,2,5,46.1240502959117,ComprehensionQ,I was constantly searching for clues around the neighborhood of the hall.,TwoSentences,2.0,2.0,2.90174873906653,1.0,True,True
673,FED_20180720a_3T2,4,S,4,2,6,54.125352671952,ComprehensionQ,Some people can carve almost anything out of a piece of wood.,TwoSentences,2.0,1.0,1.9240333000198,1.0,False,False
673,FED_20180720a_3T2,4,S,4,2,7,62.1433289999841,ComprehensionQ,He tilted his homely face toward the dry bed of the river.,TwoSentences,1.0,1.0,2.4683474219637,1.0,True,True
673,FED_20180720a_3T2,4,S,4,2,8,70.1112917789724,ComprehensionQ,He spent long hours before the TV spitting out promises of revenge.,TwoSentences,2.0,2.0,2.93487106496468,1.0,True,True
673,FED_20180720a_3T2,4,S,4,2,9,78.112622750923,ComprehensionQ,Cranston residents have been generous contributors to the fund over the years.,TwoSentences,2.0,2.0,2.03379638399929,1.0,True,True
673,FED_20180720a_3T2,4,N,4,2,10,86.1139130179072,MemoryAll,Nonword_sequence,OneSentence,2.0,2.0,1.04142442403827,1.0,True,True
673,FED_20180720a_3T2,4,N,4,2,11,94.1652372529497,MemoryAll,Nonword_sequence,OneSentence,1.0,2.0,1.22293876996264,1.0,False,False
673,FED_20180720a_3T2,4,N,4,2,12,102.116495508002,MemoryAll,Nonword_sequence,OneSentence,2.0,1.0,1.04465498297941,1.0,False,False
673,FED_20180720a_3T2,4,S,4,2,13,124.120080097928,ComprehensionQ,The size of wooden mold will determine the amount of clay needed.,TwoSentences,2.0,2.0,2.4683893120382,1.0,True,True
673,FED_20180720a_3T2,4,S,4,2,14,132.154759394005,ComprehensionQ,He looked for the source of the noise that had awakened him.,TwoSentences,2.0,,,0.0,False,
673,FED_20180720a_3T2,4,S,4,2,15,140.105871513952,ComprehensionQ,Anne picked up the towel she was hemming for the hospital guild.,TwoSentences,1.0,1.0,1.22443468892016,1.0,True,True
673,FED_20180720a_3T2,4,N,4,2,16,148.124004250974,MemoryAll,Nonword_sequence,OneSentence,2.0,2.0,0.801492996979505,1.0,True,True
673,FED_20180720a_3T2,4,N,4,2,17,156.125305583933,MemoryAll,Nonword_sequence,OneSentence,1.0,1.0,1.61719152599107,1.0,True,True
673,FED_20180720a_3T2,4,N,4,2,18,164.143306845916,MemoryAll,Nonword_sequence,OneSentence,2.0,2.0,1.10134318307973,1.0,True,True
673,FED_20180720a_3T2,4,S,4,2,19,172.111265719985,ComprehensionQ,Oranges and grapefruit are shipped from Florida weekly from an organic farm.,TwoSentences,1.0,1.0,1.88309044903144,1.0,True,True
673,FED_20180720a_3T2,4,S,4,2,20,180.112544626929,ComprehensionQ,I took the pail and shovel and went out on the porch.,TwoSentences,2.0,2.0,2.0878599389689,1.0,True,True
673,FED_20180720a_3T2,4,S,4,2,21,188.113878890988,ComprehensionQ,Doc Abel was busy up front with some of his live patients.,TwoSentences,2.0,2.0,2.06928609998431,1.0,True,True
673,FED_20180720a_3T2,4,N,4,2,22,196.165082113934,MemoryAll,Nonword_sequence,OneSentence,2.0,2.0,1.2312016680371,1.0,True,True
673,FED_20180720a_3T2,4,N,4,2,23,204.116448236979,MemoryAll,Nonword_sequence,OneSentence,1.0,1.0,1.55047996900976,1.0,True,True
673,FED_20180720a_3T2,4,N,4,2,24,212.11766279093,MemoryAll,Nonword_sequence,OneSentence,2.0,1.0,1.01054332696367,1.0,False,False
673,FED_20180720a_3T2,4,N,4,2,25,234.104503965937,MemoryAll,Nonword_sequence,OneSentence,1.0,2.0,1.69813189201523,1.0,False,False
673,FED_20180720a_3T2,4,N,4,2,26,242.105980510009,MemoryAll,Nonword_sequence,OneSentence,2.0,2.0,0.814949943916872,1.0,True,True
673,FED_20180720a_3T2,4,N,4,2,27,250.123900278006,MemoryAll,Nonword_sequence,OneSentence,2.0,2.0,0.940634749946184,1.0,True,True
673,FED_20180720a_3T2,4,S,4,2,28,258.125246879994,ComprehensionQ,I got a quick look at their faces as we went past.,TwoSentences,1.0,1.0,1.2404152629897,1.0,True,True
673,FED_20180720a_3T2,4,S,4,2,29,266.143229507958,ComprehensionQ,Montgomery knew all the national leaders up to the time of Kennedy.,TwoSentences,2.0,2.0,1.79137713194359,1.0,True,True
673,FED_20180720a_3T2,4,S,4,2,30,274.111004624981,ComprehensionQ,Parents are often concerned that orthodontic appliances may cause teeth to decay.,TwoSentences,1.0,1.0,1.99185773404315,1.0,True,True
673,FED_20180720a_3T2,4,N,4,2,31,282.112493168912,MemoryAll,Nonword_sequence,OneSentence,2.0,2.0,0.786986739025451,1.0,True,True
673,FED_20180720a_3T2,4,N,4,2,32,290.113790443982,MemoryAll,Nonword_sequence,OneSentence,1.0,1.0,1.31405880209059,1.0,True,True
673,FED_20180720a_3T2,4,N,4,2,33,298.148441074998,MemoryAll,Nonword_sequence,OneSentence,1.0,1.0,0.942837899085134,1.0,True,True
673,FED_20180720a_3T2,4,S,4,2,34,306.116435286938,ComprehensionQ,There was the revolution in Tibet which we pretended did not exist.,TwoSentences,1.0,1.0,1.65234884805977,1.0,True,True
673,FED_20180720a_3T2,4,S,4,2,35,314.11769993091,ComprehensionQ,By the time he had smoked three cigarettes he had calmed down.,TwoSentences,1.0,1.0,1.17397043399978,1.0,True,True
673,FED_20180720a_3T2,4,S,4,2,36,322.118998611928,ComprehensionQ,Bare feet are better for such work than any form of slipper.,TwoSentences,1.0,1.0,1.48877388995606,1.0,True,True
673,FED_20180720a_3T2,4,S,4,2,37,344.13926816301,ComprehensionQ,Better show it to Fiona and see if he had omitted anything.,TwoSentences,1.0,1.0,2.96837430796586,1.0,True,True
673,FED_20180720a_3T2,4,S,4,2,38,352.123884236906,ComprehensionQ,Francesca and Herbert were among the few people we knew in Catalonia.,TwoSentences,2.0,2.0,2.61847619095352,1.0,True,True
673,FED_20180720a_3T2,4,S,4,2,39,360.125207811943,ComprehensionQ,Her face seemed to float in an implausibly bright shaft of sunlight.,TwoSentences,2.0,2.0,1.54714434908237,1.0,True,True
673,FED_20180720a_3T2,4,N,4,2,40,368.143149244948,MemoryAll,Nonword_sequence,OneSentence,2.0,2.0,1.13422946701758,1.0,True,True
673,FED_20180720a_3T2,4,N,4,2,41,376.11113543692,MemoryAll,Nonword_sequence,OneSentence,1.0,1.0,0.992576310993172,1.0,True,True
673,FED_20180720a_3T2,4,N,4,2,42,384.112446672982,MemoryAll,Nonword_sequence,OneSentence,2.0,2.0,0.66226867295336,1.0,True,True
673,FED_20180720a_3T2,4,N,4,2,43,392.113573282957,MemoryAll,Nonword_sequence,OneSentence,2.0,2.0,0.680875277030282,1.0,True,True
673,FED_20180720a_3T2,4,N,4,2,44,400.131675221957,MemoryAll,Nonword_sequence,OneSentence,1.0,1.0,0.848252861993387,1.0,True,True
673,FED_20180720a_3T2,4,N,4,2,45,408.116196053918,MemoryAll,Nonword_sequence,OneSentence,1.0,1.0,0.807558110915124,1.0,True,True
673,FED_20180720a_3T2,4,S,4,2,46,416.117497966974,ComprehensionQ,The two lawmen halted their wagon about twenty yards from the door.,TwoSentences,1.0,1.0,1.611749751959,1.0,True,True
673,FED_20180720a_3T2,4,S,4,2,47,424.118963209912,ComprehensionQ,None of us was aware that the biggest fight was still ahead.,TwoSentences,2.0,2.0,2.04041005508043,1.0,True,True
673,FED_20180720a_3T2,4,S,4,2,48,432.153603610932,ComprehensionQ,White House legislative aides were still confident the bill would pass intact.,TwoSentences,1.0,1.0,1.51272486697417,1.0,True,True
673,FED_20180720a_3T2,2,S,3,3,1,14.1187281649327,MemoryAll,We made it back to the Harbor in less than four minutes.,OneSentence,1.0,1.0,1.25145263702143,1.0,True,True
673,FED_20180720a_3T2,2,S,3,3,2,21.1198860389413,MemoryAll,They are trying to demonstrate some different ways of teaching and learning.,OneSentence,2.0,2.0,1.15152440604288,1.0,True,True
673,FED_20180720a_3T2,2,S,3,3,3,28.1210357618984,MemoryAll,And this was before he began to play his startlingly beautiful jazz.,OneSentence,1.0,1.0,1.23483508103527,1.0,True,True
673,FED_20180720a_3T2,2,N,3,3,4,35.1388189930003,MemoryAll,Nonword_sequence,OneSentence,2.0,2.0,0.661313325050287,1.0,True,True
673,FED_20180720a_3T2,2,N,3,3,5,42.1066330099711,MemoryAll,Nonword_sequence,OneSentence,1.0,1.0,0.680260927998461,1.0,True,True
673,FED_20180720a_3T2,2,N,3,3,6,49.1077893789625,MemoryAll,Nonword_sequence,OneSentence,2.0,2.0,1.0013236439554,1.0,True,True
673,FED_20180720a_3T2,2,N,3,3,7,56.1255691119004,MemoryAll,Nonword_sequence,OneSentence,2.0,2.0,0.984777216915973,1.0,True,True
673,FED_20180720a_3T2,2,N,3,3,8,63.1267257679719,MemoryAll,Nonword_sequence,OneSentence,2.0,2.0,0.834667561925016,1.0,True,True
673,FED_20180720a_3T2,2,N,3,3,9,70.177877078997,MemoryAll,Nonword_sequence,OneSentence,2.0,2.0,1.13471395894885,1.0,True,True
673,FED_20180720a_3T2,2,S,3,3,10,77.1123371239519,MemoryAll,New ideas for improving nutrition came with the study of soil treatment.,OneSentence,1.0,1.0,0.984633438987657,1.0,True,True
673,FED_20180720a_3T2,2,S,3,3,11,84.1133365419228,MemoryAll,We bought his records and played them in our schools and universities.,OneSentence,1.0,1.0,0.918100925977342,1.0,True,True
673,FED_20180720a_3T2,2,S,3,3,12,91.1146073229611,MemoryAll,The windshield glass is shatterproof and plexiglas is used in the cabin.,OneSentence,2.0,2.0,1.10147156589665,1.0,True,True
673,FED_20180720a_3T2,2,N,3,3,13,112.118048609933,MemoryAll,Nonword_sequence,OneSentence,2.0,2.0,0.868347845040262,1.0,True,True
673,FED_20180720a_3T2,2,N,3,3,14,119.119224923896,MemoryAll,Nonword_sequence,OneSentence,1.0,1.0,0.69148734700866,1.0,True,True
673,FED_20180720a_3T2,2,N,3,3,15,126.120317655965,MemoryAll,Nonword_sequence,OneSentence,1.0,1.0,1.01805000507738,1.0,True,True
673,FED_20180720a_3T2,2,S,3,3,16,133.121460238006,MemoryAll,She had arrived this morning and come straight to the English Gardens.,OneSentence,2.0,2.0,0.884593317983672,1.0,True,True
673,FED_20180720a_3T2,2,S,3,3,17,140.139262871002,MemoryAll,In this way you will be able to detect any obvious mistakes.,OneSentence,1.0,1.0,0.610954434028827,1.0,True,True
673,FED_20180720a_3T2,2,S,3,3,18,147.107030035928,MemoryAll,Someone had moved beyond the range of the light from the window.,OneSentence,1.0,2.0,1.61823371401988,1.0,False,False
673,FED_20180720a_3T2,2,N,3,3,19,154.124872558983,MemoryAll,Nonword_sequence,OneSentence,1.0,2.0,1.11811748798937,1.0,False,False
673,FED_20180720a_3T2,2,N,3,3,20,161.126010890002,MemoryAll,Nonword_sequence,OneSentence,2.0,2.0,0.641388933989219,1.0,True,True
673,FED_20180720a_3T2,2,N,3,3,21,168.14383494691,MemoryAll,Nonword_sequence,OneSentence,2.0,2.0,0.613822119077668,1.0,True,True
673,FED_20180720a_3T2,2,S,3,3,22,175.111624292913,MemoryAll,The atmosphere is that of an attractive private beach club at home.,OneSentence,2.0,2.0,0.642295474070124,1.0,True,True
673,FED_20180720a_3T2,2,S,3,3,23,182.112790060928,MemoryAll,After that they had sat for five minutes without saying a word.,OneSentence,2.0,2.0,0.558092406019568,1.0,True,True
673,FED_20180720a_3T2,2,S,3,3,24,189.113828270929,MemoryAll,Then he noticed that the dry wood of the wheels had swollen.,OneSentence,2.0,2.0,0.674874276039191,1.0,True,True
673,FED_20180720a_3T2,2,S,3,3,25,210.117320405901,MemoryAll,Copies of this letter were made avaliable to the press and public.,OneSentence,1.0,1.0,1.55146460002288,1.0,True,True
673,FED_20180720a_3T2,2,S,3,3,26,217.118479414959,MemoryAll,The Mayor is finding it awkward to campaign against his own record.,OneSentence,2.0,1.0,0.968060569022782,1.0,False,False
673,FED_20180720a_3T2,2,S,3,3,27,224.119621926919,MemoryAll,There is a tangible feeling in the air of revulsion toward politics.,OneSentence,2.0,2.0,1.05139410705306,1.0,True,True
673,FED_20180720a_3T2,2,N,3,3,28,231.120757817989,MemoryAll,Nonword_sequence,OneSentence,1.0,2.0,1.33475977007765,1.0,False,False
673,FED_20180720a_3T2,2,N,3,3,29,238.138569155941,MemoryAll,Nonword_sequence,OneSentence,2.0,1.0,0.691500760032795,1.0,False,False
673,FED_20180720a_3T2,2,N,3,3,30,245.106361115933,MemoryAll,Nonword_sequence,OneSentence,1.0,1.0,0.678173762978986,1.0,True,True
673,FED_20180720a_3T2,2,S,3,3,31,252.107512154966,MemoryAll,In this play there were so many characters and so much detail.,OneSentence,1.0,2.0,0.614163995953277,1.0,False,False
673,FED_20180720a_3T2,2,S,3,3,32,259.125311636948,MemoryAll,This is a significant advance but its importance should not be exaggerated.,OneSentence,2.0,2.0,0.594543540035374,1.0,True,True
673,FED_20180720a_3T2,2,S,3,3,33,266.126466557966,MemoryAll,Her mother also was a person of superior mind and broad interests.,OneSentence,1.0,1.0,0.951368368929252,1.0,True,True
673,FED_20180720a_3T2,2,N,3,3,34,273.14426135493,MemoryAll,Nonword_sequence,OneSentence,1.0,1.0,1.13479216792621,1.0,True,True
673,FED_20180720a_3T2,2,N,3,3,35,280.112084125984,MemoryAll,Nonword_sequence,OneSentence,1.0,1.0,1.03469200304244,1.0,True,True
673,FED_20180720a_3T2,2,N,3,3,36,287.113228889997,MemoryAll,Nonword_sequence,OneSentence,1.0,1.0,1.0347938539926,1.0,True,True
673,FED_20180720a_3T2,2,N,3,3,37,308.16663144296,MemoryAll,Nonword_sequence,OneSentence,1.0,1.0,0.884620012016967,1.0,True,True
673,FED_20180720a_3T2,2,N,3,3,38,315.117763001937,MemoryAll,Nonword_sequence,OneSentence,2.0,2.0,0.663719777949154,1.0,True,True
673,FED_20180720a_3T2,2,N,3,3,39,322.118918750901,MemoryAll,Nonword_sequence,OneSentence,1.0,1.0,1.23508716700599,1.0,True,True
673,FED_20180720a_3T2,2,S,3,3,40,329.12004633795,MemoryAll,The continuing modernization of these forces is a costly but necessary process.,OneSentence,2.0,2.0,0.901359040988609,1.0,True,True
673,FED_20180720a_3T2,2,S,3,3,41,336.121187318931,MemoryAll,The hull was also a result of almost a decade of work.,OneSentence,2.0,2.0,0.834690371993929,1.0,True,True
673,FED_20180720a_3T2,2,S,3,3,42,343.122352905921,MemoryAll,Scotty accepted the decision with indifference and did not enter the arguments.,OneSentence,1.0,1.0,1.35143743490335,1.0,True,True
673,FED_20180720a_3T2,2,S,3,3,43,350.106798077002,MemoryAll,No client would ever think of asking him to do such things.,OneSentence,1.0,2.0,1.55145678494591,1.0,False,False
673,FED_20180720a_3T2,2,S,3,3,44,357.124617100926,MemoryAll,The problem of solidarity and morale again involves the concept of values.,OneSentence,2.0,2.0,0.670076688984409,1.0,True,True
673,FED_20180720a_3T2,2,S,3,3,45,364.125765084988,MemoryAll,He believed in making inspiring speeches and he made a great many.,OneSentence,1.0,1.0,1.01787574694026,1.0,True,True
673,FED_20180720a_3T2,2,N,3,3,46,371.14355976996,MemoryAll,Nonword_sequence,OneSentence,2.0,2.0,0.668255951954052,1.0,True,True
673,FED_20180720a_3T2,2,N,3,3,47,378.12804304692,MemoryAll,Nonword_sequence,OneSentence,2.0,2.0,0.691693488042802,1.0,True,True
673,FED_20180720a_3T2,2,N,3,3,48,385.112503488897,MemoryAll,Nonword_sequence,OneSentence,1.0,2.0,0.951587219024077,1.0,False,False
673,FED_20180720a_3T2,2,N,3,4,1,14.1188159099547,MemoryAll,Nonword_sequence,OneSentence,2.0,1.0,1.21804355306085,1.0,False,False
673,FED_20180720a_3T2,2,N,3,4,2,21.1199558849912,MemoryAll,Nonword_sequence,OneSentence,1.0,2.0,0.968112666974775,1.0,False,False
673,FED_20180720a_3T2,2,N,3,4,3,28.1211196809309,MemoryAll,Nonword_sequence,OneSentence,2.0,2.0,0.615655041998252,1.0,True,True
673,FED_20180720a_3T2,2,S,3,4,4,35.1222659419291,MemoryAll,I wanted to help so that we could find time to play.,OneSentence,2.0,2.0,0.901301159989089,1.0,True,True
673,FED_20180720a_3T2,2,S,3,4,5,42.1400622850051,MemoryAll,It appeared that the theory could be saved in one way only.,OneSentence,2.0,2.0,0.868000522954389,1.0,True,True
673,FED_20180720a_3T2,2,S,3,4,6,49.1078522698954,MemoryAll,He bases his approach on the belief that anything can follow anything.,OneSentence,1.0,1.0,1.31807456992101,1.0,True,True
673,FED_20180720a_3T2,2,S,3,4,7,56.1256853379309,MemoryAll,She blew her nose on a tissue and opened the coke bottle.,OneSentence,2.0,2.0,0.884731741971336,1.0,True,True
673,FED_20180720a_3T2,2,S,3,4,8,63.1267278979067,MemoryAll,This procedure is much more effective than giving out a membership packet.,OneSentence,1.0,1.0,0.95132749795448,1.0,True,True
673,FED_20180720a_3T2,2,S,3,4,9,70.1612938100006,MemoryAll,They adopted a program by which Louisiana was divided into five districts.,OneSentence,2.0,2.0,0.590640524053015,1.0,True,True
673,FED_20180720a_3T2,2,N,3,4,10,77.1124089949299,MemoryAll,Nonword_sequence,OneSentence,1.0,1.0,1.20140463195276,1.0,True,True
673,FED_20180720a_3T2,2,N,3,4,11,84.1134897969896,MemoryAll,Nonword_sequence,OneSentence,2.0,2.0,0.582790844026022,1.0,True,True
673,FED_20180720a_3T2,2,N,3,4,12,91.1146901849424,MemoryAll,Nonword_sequence,OneSentence,1.0,1.0,0.62887007498648,1.0,True,True
673,FED_20180720a_3T2,2,S,3,4,13,112.118115724996,MemoryAll,The exuberance on this occasion set a standard for subsequent Dartmouth gatherings.,OneSentence,2.0,2.0,1.20143900893163,1.0,True,True
673,FED_20180720a_3T2,2,S,3,4,14,119.119255259982,MemoryAll,The red glow from the cove had died out of the sky.,OneSentence,2.0,2.0,0.643659700057469,1.0,True,True
673,FED_20180720a_3T2,2,S,3,4,15,126.12038372492,MemoryAll,Most of us would be willing to admit that forgiveness comes hard.,OneSentence,1.0,2.0,1.40148233901709,1.0,False,False
673,FED_20180720a_3T2,2,N,3,4,16,133.121536719962,MemoryAll,Nonword_sequence,OneSentence,2.0,1.0,0.851342770038173,1.0,False,False
673,FED_20180720a_3T2,2,N,3,4,17,140.139343637973,MemoryAll,Nonword_sequence,OneSentence,2.0,2.0,0.605638433014974,1.0,True,True
